State,Agency Type,Agency Name,Population,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society
State,Agency Type,Agency Name,Population,Assault Offenses,Aggravated Assault,Simple Assault,Intimidation,Homicide Offenses,Murder and Nonnegligent Manslaughter,Negligent Manslaughter,Justifiable Homicide,Kidnapping Abduction,Sex Offenses,Rape,Sodomy,Sexual Assault With An Object,Fondling,"Sex Offenses, Nonforcible",Incest,Statutory Rape,Arson,Bribery,Burglary Breaking & Entering,Counter- feiting Forgery,Destruction Damage Vandalism,Embezzle- ment,Extortion Blackmail,Fraud Offenses,False Pretenses Swindle Confidence Game,Credit Card Automated Teller Machine Fraud,Imperson- ation,Welfare Fraud,Wire Fraud,Larceny- Theft Offenses,Pocket- picking,Purse- snatching,Shop- lifting,Theft From Building,Theft From Coin- operated Machine,Theft From Motor Vehicle,Theft of Motor Vehicle Parts or Accessories,All Other Larceny,Motor Vehicle Theft,Robbery,Stolen Property Offenses,Drug Narcotic Offenses,Drug Narcotic Violations,Drug Equipment Violations,Gambling Offenses,Betting Wagering,Operating Promoting Assisting Gambling,Gambling Equipment Violations,Sports Tampering,Porno- graphy Obscene Material,Prost- itution Offenses,Prost- itution,Assisting or Pro- moting Prost- itution,Weapon Law Violations
OKLAHOMA,Cities,McLoud,4106,34,8,15,11,,,,,,1,,,1,,,,,1,,11,,30,,,5,1,3,1,,,45,2,,,6,1,8,5,23,7,1,3,41,32,9,,,,,,,,,,4
OKLAHOMA,Cities,Medicine Park,390,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,,,,,,1
OKLAHOMA,Cities,Meeker,1147,22,5,14,3,,,,,,1,,,,1,,,,,,8,1,8,,,4,2,,2,,,22,,,4,3,,4,1,10,3,,1,7,5,2,,,,,,,,,,1
OKLAHOMA,Cities,Minco,1660,8,3,3,2,,,,,,,,,,,,,,,,5,,2,,,1,,1,,,,9,,,,1,,3,1,4,2,,,10,8,2,,,,,,,,,,1
OKLAHOMA,Cities,Mooreland,1193,9,,7,2,,,,,,,,,,,,,,,,7,,6,,,1,1,,,,,21,,,1,2,1,5,2,10,2,1,,1,,1,,,,,,,,,,
OKLAHOMA,Cities,Morris,1483,5,,4,1,,,,,,1,,,1,,,,,,,1,,1,,,1,,,,,1,7,,,5,,,,,2,1,,1,1,1,,,,,,,,,,,
OKLAHOMA,Cities,Mountain View,798,1,,1,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,1,,,2,1,1,,,,,,,,,,
OKLAHOMA,Cities,Muldrow,3477,22,4,13,5,,,,,1,3,,1,,2,1,,1,,,13,2,12,,,3,1,1,1,,,22,,,1,6,,1,3,11,4,1,,35,17,18,,,,,,,,,,2
OKLAHOMA,Cities,Newcastle,7895,56,9,28,19,,,,,2,,,,,,1,,1,1,,79,7,47,6,,53,27,23,2,,1,189,1,2,31,11,1,38,10,95,34,2,4,84,51,33,,,,,,,,,,11
OKLAHOMA,Cities,Newkirk,2310,19,5,12,2,,,,,,3,,1,,2,,,,,,11,1,21,1,,4,1,3,,,,37,,,3,6,,20,2,6,3,1,1,23,13,10,,,,,,1,,,,1
OKLAHOMA,Cities,Nichols Hills,3805,14,1,3,10,,,,,,,,,,,,,,,,18,1,10,,,27,10,12,4,,1,50,,,,9,,19,2,20,1,,4,75,44,31,,,,,,,,,,4
OKLAHOMA,Cities,Nicoma Park,2456,23,7,9,7,,,,,1,2,1,,1,,,,,,,14,8,11,,,13,6,2,5,,,45,,,5,4,,9,1,26,5,,5,28,18,10,,,,,,2,,,,7
OKLAHOMA,Cities,Ninnekah,1020,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,5,,,,,,2,,3,1,,2,,,,,,,,,,,,,
OKLAHOMA,Cities,Noble,6665,143,4,105,34,,,,,,11,4,1,,6,,,,1,,31,4,52,,,14,8,4,2,,,133,,1,6,28,2,32,8,56,9,,2,32,20,12,,,,,,3,,,,2
OKLAHOMA,Cities,North Enid,867,5,2,1,2,,,,,,1,,1,,,,,,,,1,,,1,,1,,,1,,,5,,,,2,,1,1,1,,,,4,3,1,,,,,,,,,,
OKLAHOMA,Cities,Oilton,1026,13,1,10,2,,,,,,,,,,,,,,,,7,1,13,,,2,,2,,,,15,,,1,5,,4,1,4,2,,,3,2,1,,,,,,,,,,
OKLAHOMA,Cities,Okemah,3288,56,2,44,10,1,1,,,,2,,,1,1,2,,2,,,52,3,53,1,,6,3,,3,,,117,,1,33,3,,11,2,67,5,,2,18,17,1,,,,,,,,,,1
OKLAHOMA,Cities,Owasso,30038,370,42,260,68,,,,,1,28,9,5,3,11,3,,3,1,,167,58,158,20,,124,24,67,27,,6,579,,,141,106,,204,11,117,28,5,12,171,95,76,,,,,,4,1,1,,12
OKLAHOMA,Cities,Pauls Valley,6198,259,24,143,92,,,,,,15,5,1,,9,,,,2,,84,5,96,16,,54,40,7,3,,4,217,2,,42,36,,46,9,82,9,3,8,120,83,37,,,,,,2,,,,13
OKLAHOMA,Cities,Perkins,2874,46,5,30,11,,,,,1,3,1,1,,1,1,,1,1,,21,3,37,3,,3,2,1,,,,45,,,1,11,,17,6,10,2,,3,24,14,10,,,,,,1,1,1,,2
OKLAHOMA,Cities,Perry,5165,53,13,34,6,,,,,,8,4,1,,3,1,,1,,,32,1,34,2,,5,2,3,,,,79,,2,3,12,,10,1,51,13,,4,77,49,28,,,,,,,,,,3
OKLAHOMA,Cities,Piedmont,5957,39,4,20,15,,,,,,2,,,1,1,,,,1,,22,1,23,1,,8,2,4,2,,,39,,,1,7,,12,,19,8,1,1,18,11,7,,,,,,,,,,1
OKLAHOMA,Cities,Pocola,4098,41,2,28,11,,,,,,5,1,2,1,1,,,,1,,27,2,20,,,5,2,1,2,,,53,,,2,12,,,2,37,2,,6,53,34,19,1,,,1,,,,,,3
OKLAHOMA,Cities,Porum,730,7,5,2,,,,,,,,,,,,,,,,,7,,3,,,,,,,,,4,,,,,,1,,3,,,,2,2,,,,,,,1,,,,
OKLAHOMA,Cities,Prague,2393,45,14,23,8,,,,,,,,,,,,,,,,31,7,30,2,,10,6,3,1,,,62,2,,2,4,,13,,41,2,1,4,7,7,,,,,,,,,,,1
OKLAHOMA,Cities,Purcell,6043,237,15,142,80,,,,,4,10,1,1,,8,5,,5,1,,90,8,75,15,,73,39,15,18,,1,270,1,4,43,37,2,68,16,99,34,2,11,40,32,8,,,,,,5,,,,14
OKLAHOMA,Cities,Ramona,544,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,
OKLAHOMA,Cities,Ringling,1049,12,1,8,3,,,,,,,,,,,,,,,,7,,4,,,,,,,,,6,,,,1,,2,,3,5,,1,,,,,,,,,,,,,
OKLAHOMA,Cities,Roland,3175,13,2,11,,,,,,,6,1,2,,3,,,,,,8,7,10,,,6,,5,,,1,39,,1,2,5,,6,2,23,6,,1,84,33,51,,,,,,,,,,5
OKLAHOMA,Cities,Rush Springs,1254,7,,2,5,,,,,,3,1,1,,1,,,,1,,7,,6,,,,,,,,,6,,,,,,2,,4,1,,1,3,2,1,,,,,,,,,,
OKLAHOMA,Cities,Sapulpa,20818,183,32,114,37,,,,,1,28,10,2,1,15,3,1,2,8,,114,15,79,13,,52,26,16,10,,,347,,1,58,43,,91,20,134,40,7,13,138,75,63,,,,,,,2,2,,9
OKLAHOMA,Cities,Sawyer,324,6,2,3,1,1,,1,,,,,,,,,,,,,1,,4,,,1,,,1,,,6,,,,,,1,,5,,,,1,1,,,,,,,,,,,
OKLAHOMA,Cities,Sayre,4424,46,8,32,6,1,1,,,,1,,,1,,,,,,,15,5,18,1,,16,8,6,,,2,36,,,2,5,,10,5,14,9,1,2,16,9,7,,,,,,1,,,,5
OKLAHOMA,Cities,Seiling,875,20,3,14,3,,,,,,1,,,,1,,,,,,4,2,11,4,,1,,1,,,,18,,,4,1,,4,,9,2,,,2,2,,,,,,,,,,,1
OKLAHOMA,Cities,Snyder,1399,14,,14,,,,,,,5,3,,,2,,,,,,6,,2,,,2,1,,1,,,29,,,2,4,,2,1,20,,,1,23,15,8,,,,,,1,,,,1
OKLAHOMA,Cities,Sparks,170,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,3,,2,,2,1,,,2,1,1,,,,,,,,,,
OKLAHOMA,Cities,Spencer,4011,17,4,9,4,,,,,,1,1,,,,,,,,,26,2,25,1,,7,1,6,,,,48,,,1,8,,14,3,22,11,1,1,10,7,3,,,,,,,,,,4
OKLAHOMA,Cities,Spiro,2187,15,,9,6,,,,,,2,1,,,1,,,,,,14,,5,1,,3,2,1,,,,9,,,,1,,,,8,,1,,8,6,2,,,,,,,,,,2
OKLAHOMA,Cities,Stigler,2711,47,5,18,24,,,,,1,1,,,,1,,,,,,7,4,19,5,,7,3,1,3,,,45,,2,4,3,,3,1,32,3,,,26,15,11,,,,,,,,,,1
OKLAHOMA,Cities,Stilwell,3961,55,8,46,1,,,,,,2,,,,2,2,,2,1,,34,7,3,2,,1,,1,,,,46,,,24,1,,5,1,15,3,1,1,24,21,3,,,,,,,,,,
OKLAHOMA,Cities,Stonewall,478,10,,10,,,,,,3,,,,,,,,,,,6,,,,,,,,,,,3,,,,1,,1,1,,,,,1,1,,,,,,,,,,,1
OKLAHOMA,Cities,Stratford,1527,13,1,10,2,,,,,,,,,,,1,,1,,,2,1,3,1,,1,,,1,,,3,,,,1,,1,,1,1,1,2,11,7,4,,,,,,,,,,1
OKLAHOMA,Cities,Stringtown,415,,,,,,,,,,,,,,,,,,,,4,,1,,,1,,,1,,,2,,,,,,1,,1,,,,24,14,10,,,,,,,,,,4
OKLAHOMA,Cities,Stroud,2696,47,10,33,4,,,,,,,,,,,1,,1,1,,25,4,30,,,5,4,1,,,,31,,,3,2,,5,2,19,3,1,6,50,32,18,,,,,,,,,,2
OKLAHOMA,Cities,Tahlequah,16120,267,39,205,23,,,,,2,6,4,,,2,,,,2,,182,11,128,4,,28,2,24,2,,,483,,1,139,20,,108,8,207,25,4,3,165,106,59,,,,,,,,,,14
OKLAHOMA,Cities,Talihina,1127,17,3,12,2,,,,,,,,,,,,,,,,10,,6,1,,,,,,,,18,,,3,4,,3,1,7,1,,1,1,,1,,,,,,,,,,
OKLAHOMA,Cities,Texhoma,962,2,,1,1,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,
OKLAHOMA,Cities,Tishomingo,3100,43,4,38,1,,,,,,10,2,,,8,,,,,,16,2,21,,,1,,1,,,,43,,,10,2,,4,,27,4,,2,41,25,16,,,,,,,,,,6
OKLAHOMA,Cities,Tryon,493,6,1,5,,,,,,,,,,,,,,,2,,4,,8,,,,,,,,,6,,,1,,,1,,4,1,,,5,3,2,,,,,,,,,,1
OKLAHOMA,Cities,Tushka,315,2,1,1,,,,,,,,,,,,,,,,,2,1,1,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,
OKLAHOMA,Cities,Valliant,761,2,1,1,,,,,,,1,,1,,,,,,,,2,1,2,,,3,,2,1,,,8,,,,1,,4,,3,,,1,3,3,,,,,,,,,,,
OKLAHOMA,Cities,Verdigris,4055,14,1,8,5,,,,,,2,1,1,,,,,,4,,21,1,15,1,,4,,3,,1,,11,,,,3,,1,1,6,1,,1,12,7,5,,,,,,,,,,1
OKLAHOMA,Cities,Vian,1474,23,4,13,6,,,,,,3,,1,1,1,1,,1,1,,8,,18,,,1,1,,,,,22,,,6,2,1,7,,6,,,,5,4,1,,,,,,,,,,
OKLAHOMA,Cities,Walters,2561,1,,1,,,,,,,,,,,,,,,,,2,,5,,,,,,,,,11,,,1,1,,5,,4,,,,11,9,2,,,,,,,,,,
OKLAHOMA,Cities,Warner,1651,9,2,7,,,,,,,2,1,,,1,,,,,,15,1,8,,,1,,1,,,,21,,,1,,,7,,13,4,1,2,5,3,2,,,,,,,,,,1
OKLAHOMA,Cities,Washington,635,5,3,2,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,2,,,,1,,1,,,1,,,3,2,1,,,,,,,,,,
OKLAHOMA,Cities,Watonga,3022,41,14,25,2,,,,,,1,1,,,,,,,2,,32,,23,1,1,2,,,1,,1,38,,1,7,2,,7,3,18,3,1,2,2,2,,,,,,,,,,,2
OKLAHOMA,Cities,Waukomis,1295,1,,1,,,,,,,,,,,,,,,,,4,,2,,,,,,,,,3,,,,,,,1,2,,,,,,,,,,,,,,,,
OKLAHOMA,Cities,Waynoka,921,12,1,11,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,1,,,2,1,1,,,,,,,,,,
OKLAHOMA,Cities,Weleetka,1017,20,6,9,5,,,,,1,1,,,,1,,,,2,,19,,27,,,,,,,,,30,,,,6,,9,1,14,2,,2,6,4,2,,,,,,,,,,2
OKLAHOMA,Cities,Westville,1645,31,4,18,9,,,,,2,1,,,,1,1,,1,1,,15,,2,,,3,1,,2,,,14,,,4,5,,1,,4,3,,4,21,12,9,,,,,,,,,,2
OKLAHOMA,Cities,Wetumka,1274,6,1,3,2,,,,,,1,,,,1,,,,,,11,,13,1,,1,1,,,,,6,,,,1,,1,,4,,1,,,,,,,,,,,,,,
OKLAHOMA,Cities,Wilburton,2860,8,2,6,,,,,,,3,,1,,2,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,5,2,3,,,,,,,,,,
OKLAHOMA,Cities,Wright City,769,4,,3,1,,,,,,,,,,,,,,,,3,,2,,,,,,,,,2,,,,,,1,,1,,,,3,3,,,,,,,,,,,1
OKLAHOMA,Cities,Wyandotte,334,5,,3,2,,,,,,,,,,,,,,,,9,1,5,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,1
OKLAHOMA,Cities,Wynnewood,2217,17,4,11,2,,,,,,,,,,,,,,1,,8,5,11,,,,,,,,,10,,,1,4,,,1,4,5,,,14,7,7,,,,,,,,,,
OKLAHOMA,Cities,Yale,1245,21,2,16,3,,,,,,,,,,,,,,1,,2,,5,,,,,,,,,11,,,1,3,,1,,6,,,,3,3,,,,,,,,,,,1
OKLAHOMA,Cities,Yukon,23635,147,30,108,9,,,,,1,6,3,,,3,,,,2,,104,36,163,14,,79,24,36,19,,,458,1,1,140,98,3,122,21,72,29,,4,174,107,67,,,,,,,,,,12
OKLAHOMA,Universities and Colleges,East Central University,4851,9,,3,6,,,,,,,,,,,,,,,,,,10,,,2,,2,,,,12,,,,9,,3,,,,,1,4,4,,,,,,,,,,,
OKLAHOMA,Universities and Colleges,North Eastern State University:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKLAHOMA,Universities and Colleges,Broken Arrow3,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,
OKLAHOMA,Universities and Colleges,Tahlequah,9316,8,1,7,,,,,,,1,,,,1,,,,,,11,,16,,,1,,1,,,,35,,,1,13,,6,,15,,1,,36,25,11,,,,,,,,,,
OKLAHOMA,Universities and Colleges,Oklahoma City University,3575,4,2,2,,,,,,,,,,,,,,,,,11,1,14,,,1,1,,,,,39,,,1,8,,4,1,25,2,2,5,16,13,3,,,,,,,,,,1
OKLAHOMA,Universities and Colleges,"Oklahoma State University, Okmulgee",3995,2,,2,,,,,,,,,,,,,,,,,4,,7,,,2,,2,,,,18,,,1,6,,5,1,5,,,,11,7,4,,,,,,,,,,1
OKLAHOMA,Universities and Colleges,Seminole State College,2282,1,,1,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,4,,,,1,,1,,2,,,1,,,,,,,,,,,,,
OKLAHOMA,Universities and Colleges,Southeastern Oklahoma State University,4140,4,,3,1,,,,,,1,,,,1,,,,,,13,,8,,,1,,1,,,,10,,,,5,,4,,1,1,,,2,2,,,,,,,,,,,1
OKLAHOMA,Universities and Colleges,Southwestern Oklahoma State University,5263,8,,7,1,,,,,,,,,,,,,,,,11,,7,,,,,,,,,20,,,,3,,5,,12,1,,,,,,,,,,,,,,,
OKLAHOMA,Universities and Colleges,Tulsa Community College,20154,3,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,34,,1,2,9,,7,3,12,,1,,,,,,,,,,,,,,
OKLAHOMA,Universities and Colleges,"University of Oklahoma, Health Sciences Center",3590,57,10,27,20,,,,,1,2,1,,,1,,,,,,7,2,16,1,,12,8,1,3,,,197,,,5,158,3,20,7,4,2,2,12,102,77,25,,,,,,,,,,3
OKLAHOMA,Metropolitan Counties,Canadian,,55,14,29,12,,,,,,3,1,2,,,,,,1,,54,2,34,2,,22,6,8,7,,1,100,,1,1,19,,14,4,61,26,1,5,100,61,39,,,,,,3,,,,6
OKLAHOMA,Metropolitan Counties,Comanche,,219,33,119,67,,,,,,16,4,1,3,8,1,,1,1,,139,6,111,3,,65,34,19,11,,1,247,,1,5,6,,51,11,173,30,1,2,19,12,7,,,,,,2,1,,1,4
OKLAHOMA,Metropolitan Counties,Cotton,,23,1,18,4,,,,,,2,,1,1,,,,,,,6,,4,,,4,,3,1,,,11,,,,3,,,1,7,1,,1,44,23,21,,,,,,,,,,4
OKLAHOMA,Metropolitan Counties,Creek,,191,43,132,16,3,3,,,,23,5,2,,16,1,,1,5,,133,1,95,3,,19,7,10,2,,,211,,,,8,,14,7,182,37,5,9,66,50,16,,,,,,1,,,,4
OKLAHOMA,Metropolitan Counties,Lincoln,,114,23,78,13,,,,,3,10,3,,1,6,2,,2,1,,148,2,82,,,17,4,5,4,,4,156,,,,15,1,17,8,115,32,,11,27,20,7,,,,,,,,,,9
OKLAHOMA,Metropolitan Counties,Logan,,138,21,70,47,,,,,1,11,1,,,10,,,,6,1,158,3,115,7,,37,9,17,8,,3,234,,,2,26,,55,14,137,30,1,,36,27,9,,,,,,,,,,13
OKLAHOMA,Metropolitan Counties,McClain,,128,13,64,51,,,,,,10,3,2,,5,1,,1,3,,127,12,49,4,1,26,6,6,9,,5,198,,1,1,8,2,34,4,148,27,6,11,105,72,33,,,,,,,,,,1
OKLAHOMA,Metropolitan Counties,Okmulgee,,91,7,67,17,,,,,,5,4,,,1,,,,9,,88,2,75,2,,15,5,7,3,,,115,,1,1,5,1,7,1,99,24,,4,52,32,20,,,,,,1,,,,6
OKLAHOMA,Metropolitan Counties,Osage,,148,23,95,30,,,,,2,12,5,1,2,4,2,,2,12,,140,2,84,3,2,15,2,6,4,,3,233,1,,3,38,,17,9,165,37,3,9,145,83,62,,,,,,,,,,22
OKLAHOMA,Metropolitan Counties,Tulsa,,666,150,473,43,1,1,,,6,20,9,,,11,1,,1,10,2,272,15,135,3,1,23,5,8,8,1,1,334,1,,3,6,,14,2,308,60,11,50,509,354,155,,,,,,,,,,54
OKLAHOMA,Nonmetropolitan Counties,Adair,,166,48,54,64,1,1,,,3,9,5,,,4,1,1,,5,1,109,3,30,,,9,5,,4,,,102,1,1,1,18,,3,5,73,13,,3,21,15,6,,,,,,3,,,,7
OKLAHOMA,Nonmetropolitan Counties,Alfalfa,,15,3,12,,,,,,,1,,,,1,,,,,,7,8,4,2,,2,,1,1,,,22,,,,,,1,,21,,,1,8,7,1,,,,,,,,,,2
OKLAHOMA,Nonmetropolitan Counties,Atoka,,16,2,14,,,,,,,2,2,,,,,,,1,,45,1,18,,,3,1,1,1,,,42,,,,3,,2,,37,7,,,1,1,,,,,,,,,,,3
OKLAHOMA,Nonmetropolitan Counties,Beaver,,12,4,8,,,,,,,4,,,,4,,,,,,13,,12,,,4,1,,1,1,1,30,1,,,8,,3,1,17,3,,,12,8,4,,,,,,,,,,
OKLAHOMA,Nonmetropolitan Counties,Beckham,,29,4,16,9,,,,,,6,1,1,1,3,,,,1,,27,2,15,,,2,1,1,,,,46,,,,9,,3,3,31,3,,2,26,18,8,,,,,,,,,,5
OKLAHOMA,Nonmetropolitan Counties,Blaine,,7,2,5,,,,,,1,1,1,,,,,,,,,6,,2,,,,,,,,,37,,,,4,,3,5,25,3,,1,,,,,,,,,,,,,
OKLAHOMA,Nonmetropolitan Counties,Bryan,,192,58,112,22,1,1,,,1,9,5,,1,3,2,1,1,1,,147,2,80,1,,10,4,3,2,1,,187,,,,22,,31,11,123,37,,10,56,44,12,,,,,,,,,,24
OKLAHOMA,Nonmetropolitan Counties,Cherokee,,264,39,155,70,,,,,,7,2,2,1,2,,,,2,,67,7,29,3,,8,,8,,,,134,,,2,10,,5,2,115,25,1,2,42,22,20,,,,,,,,,,5
OKLAHOMA,Nonmetropolitan Counties,Cimarron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,,1
OKLAHOMA,Nonmetropolitan Counties,Coal,,28,5,17,6,,,,,,5,2,1,2,,,,,1,,14,,19,,,2,,,2,,,40,,,,5,,1,2,32,4,,1,25,25,,,,,,,,,,,6
OKLAHOMA,Nonmetropolitan Counties,Custer,,24,4,16,4,,,,,,1,1,,,,,,,,,18,,13,,,7,5,2,,,,32,,,1,2,,3,3,23,5,,,4,4,,,,,,,,,,,
OKLAHOMA,Nonmetropolitan Counties,Dewey,,9,1,5,3,,,,,,2,,,1,1,,,,,,10,,,,,,,,,,,14,,,,,,4,1,9,4,,,3,2,1,,,,,,1,,,,
OKLAHOMA,Nonmetropolitan Counties,Ellis,,27,5,19,3,,,,,,,,,,,,,,,,10,,10,,,1,,,1,,,28,,,,3,,4,2,19,4,,,2,2,,,,,,,,,,,
OKLAHOMA,Nonmetropolitan Counties,Garvin,,112,15,52,45,,,,,1,13,3,1,,9,,,,12,1,97,5,73,4,,17,10,6,1,,,153,,,,19,,8,7,119,17,5,12,86,63,23,,,,,,,1,,1,12
OKLAHOMA,Nonmetropolitan Counties,Greer,,5,4,,1,,,,,,1,1,,,,,,,1,,1,1,2,1,,,,,,,,1,,,,1,,,,,2,1,,3,3,,,,,,,,,,,
OKLAHOMA,Nonmetropolitan Counties,Harmon,,2,,1,1,1,1,,,,,,,,,,,,,,3,,,,,,,,,,,18,,,,1,,1,,16,1,,,1,1,,,,,,,,,,,
OKLAHOMA,Nonmetropolitan Counties,Harper,,12,,12,,,,,,,2,,1,,1,,,,,,15,,10,,,,,,,,,7,,,,1,,4,,2,3,,,13,7,6,,,,,,,,,,
OKLAHOMA,Nonmetropolitan Counties,Jackson,,18,4,6,8,,,,,,2,2,,,,,,,,,25,1,7,3,,14,5,3,5,,1,34,,,,5,,,2,27,2,,3,15,11,4,,,,,,,,,,
OKLAHOMA,Nonmetropolitan Counties,Jefferson,,20,2,15,3,,,,,1,,,,,,1,,1,,,10,,6,,,1,1,,,,,20,,,,7,,2,1,10,4,,2,2,2,,,,,,,,,,,2
OKLAHOMA,Nonmetropolitan Counties,Kingfisher,,8,1,6,1,,,,,,,,,,,2,2,,,,17,,19,,,1,,1,,,,32,,,,6,,4,,22,3,,3,2,2,,,,,,,,,,,
OKLAHOMA,Nonmetropolitan Counties,Kiowa,,10,1,4,5,,,,,,,,,,,,,,1,,25,,11,,,2,,2,,,,20,,,,,,1,1,18,2,,,4,4,,,,,,,,,,,2
OKLAHOMA,Nonmetropolitan Counties,Latimer,,32,6,24,2,,,,,,,,,,,1,,1,,,6,,6,,,2,,2,,,,13,,,,2,,2,1,8,,,1,14,8,6,,,,,,,,,,8
OKLAHOMA,Nonmetropolitan Counties,Love,,34,4,18,12,,,,,,,,,,,,,,,,14,,19,2,,3,,1,2,,,50,,,,1,,,3,46,3,,6,39,27,12,,,,,,,,,,4
OKLAHOMA,Nonmetropolitan Counties,Major,,12,3,1,8,,,,,,2,,,,2,,,,,,8,2,10,1,,2,,2,,,,24,,,,,,4,,20,3,,2,21,14,7,,,,,,,,,,1
OKLAHOMA,Nonmetropolitan Counties,McIntosh,,160,16,81,63,,,,,,6,4,,,2,1,,1,2,,62,1,67,1,,13,6,6,,,1,156,2,2,,32,,1,9,110,16,,4,22,12,10,,,,,,,,,,12
OKLAHOMA,Nonmetropolitan Counties,Noble,,25,3,18,4,,,,,,2,,,,2,1,,1,2,,14,,9,,,5,4,,1,,,27,,,,1,,,2,24,,,,2,2,,,,,,,2,,,,2
OKLAHOMA,Nonmetropolitan Counties,Okfuskee,,42,10,29,3,,,,,,1,,,,1,,,,4,,44,3,17,,,7,4,1,2,,,58,,,1,4,,3,,50,14,,2,24,20,4,,,,,,1,,,,3
OKLAHOMA,Nonmetropolitan Counties,Payne,,101,11,59,31,,,,,,5,2,,,3,6,5,1,3,,88,3,40,1,,23,15,3,4,,1,155,,,,25,,15,12,103,17,2,9,128,92,36,,,,,,,,,,12
OKLAHOMA,Nonmetropolitan Counties,Roger Mills,,26,4,20,2,,,,,,1,,1,,,,,,,,4,2,7,1,,1,,,1,,,35,1,,,8,,5,2,19,2,1,,13,9,4,,,,,,,,,,
OKLAHOMA,Nonmetropolitan Counties,Seminole,,79,1,52,26,,,,,,4,1,,,3,,,,3,,122,,40,,,10,2,3,5,,,152,1,,1,9,2,7,9,123,14,,1,48,29,19,,,,,,,,,,6
OKLAHOMA,Nonmetropolitan Counties,Texas,,18,3,11,4,,,,,,6,2,1,,3,1,,1,1,,6,1,13,,,1,,1,,,,29,,,1,9,2,2,1,14,2,,1,11,7,4,,,,,,,,,,
OKLAHOMA,Nonmetropolitan Counties,Tillman,,33,8,19,6,,,,,,2,,1,,1,1,,1,3,,41,1,22,,,5,2,2,1,,,51,,,1,6,,12,3,29,1,1,3,12,11,1,,,,,,,,,,1
OKLAHOMA,Nonmetropolitan Counties,Washita,,56,13,32,11,,,,,1,2,2,,,,3,2,1,1,,32,1,18,,,4,3,,1,,,53,,,2,5,1,6,1,38,11,,1,7,6,1,,,,,,,,,,2
OKLAHOMA,Nonmetropolitan Counties,Woods,,6,2,4,,,,,,,1,,,,1,,,,,,3,,1,,,,,,,,,9,,,,1,,,,8,1,,2,22,19,3,,,,,,,,,,4
OKLAHOMA,Nonmetropolitan Counties,Woodward,,59,5,31,23,,,,,,3,1,,,2,,,,1,,43,,34,,,14,8,3,2,,1,61,,,1,7,,12,2,39,10,,2,5,4,1,,,,,,,,,,
OKLAHOMA,Other Agencies,"Grand River Dam Authority, Lake Patrol",,1,,1,,,,,,,,,,,,,,,,,1,,10,,,,,,,,,28,,,,,,5,1,22,1,,1,3,2,1,,,,,,,,,,
OKLAHOMA,Other Agencies,McAlester Public Schools,,5,,4,1,,,,,,,,,,,,,,,,4,,6,,,,,,,,,1,,,,1,,,,,,,,2,1,1,,,,,,,,,,1
OKLAHOMA,Other Agencies,Norman Public Schools,,9,,8,1,,,,,,,,,,,,,,1,,2,,7,,,,,,,,,39,,,,29,,7,,3,3,,,16,14,2,,,,,,,,,,2
